frame,track_id,speed_kmh
1045,46,6.8
1046,46,6.8
1047,46,6.9
1048,46,7.1
1049,46,7.4
1050,46,7.8
1051,46,8.5
1052,46,9.5
1053,46,10.6
1054,46,11.4
1055,46,12.3
1056,46,13.0
1057,46,13.8
1058,46,14.3
1059,46,14.8
1060,46,14.8
1061,46,14.7
1062,46,14.2
1063,46,13.9
1064,46,13.9
1065,46,13.7
1066,46,13.5
1067,46,13.2
1068,46,13.2
1069,46,13.9
1070,46,15.1
1071,46,16.9
1072,46,18.9
1073,46,21.3
1074,46,24.1
1075,46,28.0
1076,46,33.1
1077,46,42.2
1078,46,52.2
1079,46,63.3
1080,46,78.1
1081,46,96.5
1082,46,116.1
1083,46,134.9
1084,46,152.3
1085,46,167.2
1086,46,178.7
1087,46,187.1
1088,46,194.2
1089,46,196.3
1090,46,190.5
1091,46,179.4
1092,46,168.9
1093,46,160.8
1094,46,156.6
1095,46,153.6
1096,46,151.3
1097,46,146.5
1098,46,140.7
1099,46,138.5
1100,46,140.0
1101,46,141.5
1102,46,139.4
1103,46,136.5
1104,46,0.0
1105,46,0.0
1106,46,95.1
1106,51,0.0
1107,46,84.3
1107,51,0.0
1108,46,75.7
1108,51,89.7
1109,46,69.2
1109,51,92.9
1110,46,64.6
1111,46,62.6
1112,46,62.7
1113,46,62.4
1114,46,60.9
1115,46,60.0
1116,46,57.3
1117,46,59.9
1118,46,64.3
1119,46,70.8
1120,46,77.3
1121,46,83.9
1122,46,91.4
1123,46,102.0
1124,46,113.2
1125,46,128.3
1126,46,140.5
1127,46,150.4
1128,46,159.2
1129,46,166.5
1130,46,172.9
1131,46,178.2
1132,46,179.2
1133,46,178.6
1135,46,0.0
1137,46,0.0
1138,46,26.0
1139,46,24.9
1140,46,23.6
1141,46,22.9
1142,46,22.3
1143,46,21.8
1144,46,21.4
1145,46,21.5
1146,46,21.4
1147,46,25.6
1148,46,32.2
1149,46,39.9
1150,46,48.1
1151,46,56.8
1152,46,66.0
1153,46,75.9
1154,46,85.6
1155,46,94.7
1156,46,99.7
1157,46,97.6
1158,46,92.3
1159,46,85.8
1160,46,78.7
1164,46,75.1
1165,46,71.3
1166,46,68.5
1167,46,66.4
1168,46,64.7
1169,46,67.2
1170,46,72.2
1171,46,77.4
1172,46,82.7
1173,46,84.0
1174,46,80.5
1175,46,75.0
1176,46,67.7
1177,46,60.0
1178,46,52.1
1179,46,44.4
1180,46,37.3
1181,46,30.5
1182,46,24.1
1183,46,21.8
1184,46,21.2
1185,46,22.4
1186,46,24.0
1187,46,25.7
1188,46,27.2
1189,46,28.8
1190,46,30.2
1191,46,31.4
1192,46,32.7
1193,46,33.4
1194,46,33.1
1195,46,32.7
1196,46,31.9
1197,46,30.8
1198,46,29.4
1199,46,27.4
1200,46,25.3
1201,46,24.5
1202,46,23.5
1203,46,23.4
1204,46,23.4
1205,46,23.6
1206,46,23.9
1207,46,24.9
1208,46,26.8
1209,46,29.0
1210,46,29.9
1211,46,29.3
1212,46,28.5
1213,46,27.7
1214,46,26.7
1215,46,25.7
1216,46,24.3
1217,46,22.5
1218,46,0.0
1219,46,0.0
1220,46,48.2
1221,46,44.7
1222,46,41.2
1223,46,38.5
1224,46,36.3
1225,46,34.6
1226,46,33.2
1227,46,32.2
1228,46,30.6
1229,46,29.3
1230,46,26.2
1231,46,24.2
1232,46,23.2
1233,46,22.9
1234,46,22.9
1235,46,23.2
1236,46,23.9
1237,46,24.8
1238,46,26.2
1239,46,27.4
1240,46,28.2
1241,46,28.7
1242,57,0.0
1243,57,0.0
1244,57,76.8
1245,57,77.2
1245,58,0.0
1246,57,73.4
1246,58,0.0
1247,57,69.2
1247,58,6.8
1248,57,65.7
1248,58,10.7
1249,57,63.4
1249,58,14.0
1250,57,61.7
1250,58,16.1
1251,57,60.2
1251,58,19.0
1252,57,58.3
1252,58,21.1
1253,57,56.0
1253,58,23.1
1254,57,51.4
1254,58,25.1
1255,57,46.8
1255,58,27.2
1256,57,43.9
1256,58,29.3
1257,57,42.2
1257,58,33.4
1258,57,40.6
1258,58,36.2
1259,57,39.4
1259,58,38.4
1260,57,38.7
1260,58,40.2
1261,57,38.5
1261,58,41.1
1262,57,39.0
1262,58,41.4
1263,57,40.3
1263,58,41.2
1264,57,41.7
1264,58,40.2
1265,57,43.1
1265,58,39.1
1266,57,44.4
1266,58,38.4
1267,57,45.6
1267,58,38.9
1268,57,46.8
1268,58,40.4
1269,57,47.2
1269,58,42.0
1270,57,46.8
1270,58,43.5
1271,57,46.0
1271,58,45.2
1272,57,45.0
1272,58,46.9
1273,57,43.9
1273,58,48.7
1274,57,43.2
1274,58,50.2
1275,57,41.5
1275,58,50.2
1276,57,38.8
1276,58,48.5
1277,57,35.6
1277,58,44.9
1278,57,32.4
1278,58,40.5
1279,57,29.5
1279,58,36.1
1280,57,27.0
1280,58,31.9
1281,57,24.4
1281,58,27.8
1282,57,21.9
1282,58,24.2
1283,57,18.6
1283,58,20.5
1284,57,15.6
1284,58,18.1
1285,57,13.3
1285,58,16.9
1286,57,11.7
1286,58,16.8
1287,57,10.7
1287,58,17.4
1288,57,10.0
1288,58,18.3
1289,57,9.5
1289,58,19.1
1290,57,9.1
1290,58,19.9
1291,57,9.0
1291,58,20.9
1292,57,9.3
1292,58,21.8
1293,57,10.3
1293,58,22.7
1294,57,11.6
1294,58,22.8
1295,57,13.2
1295,58,22.6
1296,57,15.3
1296,58,22.1
1297,57,18.6
1297,58,21.3
1298,57,23.0
1298,58,20.3
1299,57,28.1
1299,58,19.2
1300,57,33.4
1300,58,17.6
1301,57,40.6
1301,58,16.0
1302,57,48.3
1302,58,14.4
1303,57,56.0
1304,57,63.5
1305,57,70.7
1306,57,76.1
1307,57,82.6
1308,57,87.9
1309,57,96.3
1310,57,103.6
1311,57,108.0
1312,57,111.4
1313,57,114.7
1314,57,117.3
1315,57,120.2
1316,57,122.0
1317,57,122.1
1318,57,118.5
1319,57,109.9
1320,57,102.3
1321,57,96.2
1322,57,90.4
1323,57,87.2
1324,57,85.2
1325,57,81.4
1326,57,79.2
1327,57,77.4
1328,57,80.1
1329,57,84.5
1330,57,88.2
1331,57,91.3
1332,57,0.0
1333,57,0.0
1334,57,76.0
1335,57,74.6
1336,57,70.6
1337,57,69.5
1338,57,68.1
1339,57,66.7
1340,57,64.9
1341,57,63.2
1342,57,61.0
1343,57,58.5
1344,57,53.9
1345,57,49.4
1346,57,45.2
1347,57,40.1
1348,57,35.0
1349,57,30.0
1350,57,25.5
1351,57,21.8
1352,57,20.2
1353,57,19.4
1354,57,19.1
1355,57,19.6
1356,57,21.4
1357,57,24.2
1358,57,27.5
1359,57,31.0
1360,57,34.1
1361,57,35.6
1362,57,36.2
1363,57,37.2
1364,57,38.6
1365,57,39.6
1366,57,39.7
1367,57,40.2
1368,57,41.1
1369,57,42.2
1370,57,43.5
1371,57,46.2
1372,57,48.4
1373,57,49.8
1374,57,50.9
1375,57,52.2
1376,57,54.3
1377,57,55.5
1378,57,56.2
1380,57,57.9
1381,57,60.1
1382,57,62.8
1383,57,65.3
1384,57,67.4
1385,57,73.1
1386,57,78.7
1388,57,88.1
1389,57,97.9
1390,57,106.7
1391,57,113.3
1392,57,118.5
1393,57,122.6
1394,57,127.5
1395,57,128.9
1397,57,125.0
1398,57,116.0
1400,57,107.7
1403,57,102.4
1404,57,101.9
1405,57,104.2
1406,57,107.5
1407,57,111.0
1408,57,114.4
1409,57,0.0
1410,57,0.0
1411,57,13.6
1412,57,11.3
1413,57,0.0
1414,57,0.0
1415,57,43.0
1416,57,40.9
1417,57,40.3
1418,57,0.0
1419,57,0.0
1420,57,53.2
1421,57,44.3
1422,57,38.4
1423,57,34.8
1423,62,0.0
1424,57,32.3
1424,62,0.0
1425,57,30.4
1425,62,6.8
1426,57,28.7
1426,62,10.2
1427,57,27.1
1427,62,10.2
1428,57,25.3
1428,62,9.7
1429,57,23.4
1429,62,9.1
1430,57,18.9
1430,62,9.0
1431,57,0.0
1432,57,0.0
1433,57,13.6
1434,57,22.6
1435,57,25.6
1436,57,27.9
1437,57,28.1
1438,57,28.0
1439,57,27.7
1440,57,27.4
1441,57,27.5
1442,57,27.6
1443,57,28.6
1444,57,27.5
1445,57,26.4
1446,57,25.7
1447,57,25.5
1448,57,25.4
1449,57,25.6
1450,57,25.5
1451,57,25.6
1452,57,25.9
1453,57,26.7
1454,57,27.3
1455,57,28.6
1456,57,29.4
1457,57,31.2
1458,57,33.1
1459,57,35.2
1460,57,38.6
1461,57,42.5
1462,57,46.6
1463,57,50.9
1464,57,54.7
1465,57,57.7
1466,57,60.1
1467,57,61.4
1468,57,62.4
1469,57,61.5
1470,57,58.3
1471,57,54.0
1472,57,49.1
1473,57,43.9
1474,57,39.4
1475,57,34.4
1476,57,29.9
1477,57,25.5
1478,57,21.7
1479,57,19.6
1480,57,18.2
1481,57,17.1
1482,57,0.0
1483,57,0.0
1484,57,48.2
1485,57,42.4
1486,57,37.5
1487,57,34.3
1488,57,32.0
1489,57,29.9
1490,57,28.1
1491,57,26.7
1492,57,24.7
1493,57,23.0
1494,57,19.1
1495,57,16.5
1496,57,15.2
1497,57,14.3
1498,57,13.8
1499,57,13.7
1500,57,13.7
1501,57,0.0
1502,57,0.0
1503,57,13.6
1504,57,11.3
1505,57,13.9
1506,57,17.1
1507,57,20.2
1508,57,30.8
1509,57,40.6
1510,57,47.3
1519,57,54.6
1520,57,60.7
1521,57,72.4
1522,57,84.7
1524,57,96.2
1525,57,106.5
1526,57,112.1
1527,57,112.9
1528,57,112.1
1529,57,109.8
1530,57,106.8
1531,57,102.7
1532,57,99.2
1533,57,97.4
1534,57,96.2
1535,57,95.7
1536,57,97.2
1537,57,98.8
1538,57,100.6
1539,57,106.4
1540,57,111.7
1541,57,115.8
1542,57,115.3
1543,57,112.4
1544,57,108.2
1545,57,105.4
1546,57,104.4
1547,57,104.9
1549,57,102.5
1550,57,96.9
1551,57,0.0
1552,57,0.0
1553,57,82.6
1554,57,76.0
1555,57,72.7
1556,57,70.4
1557,57,68.8
1558,57,66.6
1559,57,65.0
1560,57,63.9
1561,57,63.2
1562,57,62.8
1563,57,60.8
1564,57,59.9
1565,57,62.6
1566,57,66.7
1567,57,71.4
1568,57,78.2
1569,57,85.1
1570,57,91.4
1572,57,97.8
1573,57,106.1
1574,57,115.6
1575,57,122.9
1576,57,125.9
1577,57,129.3
1578,57,131.5
1579,57,132.2
1580,57,132.6
1581,57,132.5
1582,57,129.4
1583,57,123.3
1584,57,114.6
1585,57,107.9
1586,57,100.5
1587,57,90.9
1588,57,81.6
1589,57,72.4
1590,57,63.4
1591,57,55.9
1592,57,51.3
1593,57,47.9
1594,57,45.6
1595,57,43.4
1596,57,42.2
1597,57,41.8
1598,57,42.1
1599,57,42.3
1600,57,42.0
1601,57,40.4
1602,57,38.2
1603,57,35.5
1604,57,32.8
1606,57,30.8
1607,57,29.4
1608,57,28.0
1609,57,26.5
1610,57,25.1
1611,57,24.1
1612,57,24.0
1613,57,24.6
1614,57,25.0
1615,57,25.4
1616,57,25.1
1617,57,24.5
1618,57,23.5
1619,57,22.5
1620,57,21.4
1621,57,20.4
1625,57,20.3
1631,57,0.0
1632,57,0.0
1633,57,16.4
1634,57,15.9
1635,57,15.6
1636,57,15.4
1637,57,14.8
1638,57,14.4
1639,57,14.1
1640,57,13.8
1641,57,13.2
1642,57,12.7
1643,57,11.8
1644,57,11.1
1645,57,10.2
1646,57,9.4
1647,57,8.9
1648,57,8.1
1649,57,7.4
1650,57,6.9
1651,57,6.7
1652,57,6.4
1653,66,0.0
1653,67,0.0
1653,68,0.0
1654,66,0.0
1654,67,0.0
1654,68,0.0
1655,66,0.0
1655,67,0.0
1655,68,0.0
1656,66,0.0
1656,67,0.0
1656,68,0.0
1657,66,0.0
1657,67,0.0
1657,68,0.0
1658,66,0.0
1658,67,0.0
1658,68,0.0
1659,66,0.0
1659,67,0.0
1659,68,0.0
1660,66,0.3
1660,67,0.0
1660,68,0.0
1661,66,0.8
1661,67,0.2
1661,68,0.0
1662,66,1.0
1662,67,0.4
1662,68,0.0
1663,66,1.4
1663,67,0.5
1663,68,0.0
1664,66,1.7
1664,67,0.6
1664,68,0.2
1665,66,2.2
1665,67,0.8
1665,68,0.3
1666,66,2.6
1666,67,0.9
1666,68,0.5
1667,66,3.1
1667,67,1.1
1667,68,0.8
1668,66,3.6
1668,67,1.2
1668,68,1.1
1669,66,3.9
1669,67,1.4
1669,68,1.4
1670,66,3.8
1670,67,1.4
1670,68,1.7
1671,66,3.8
1671,67,1.2
1671,68,2.0
1672,66,3.8
1672,67,1.1
1672,68,2.4
1673,66,3.6
1673,67,0.9
1673,68,2.7
1674,66,3.5
1674,67,0.8
1674,68,2.9
1675,66,3.3
1675,67,0.6
1675,68,3.0
1676,66,3.2
1676,67,0.5
1676,68,3.0
1677,66,3.0
1677,67,0.3
1677,68,3.0
1678,66,2.9
1678,67,0.2
1678,68,3.2
1679,66,2.9
1679,67,0.0
1679,68,3.5
1680,66,2.9
1680,67,0.0
1680,68,3.8
1681,66,2.7
1681,67,0.0
1681,68,3.9
1682,66,2.6
1682,67,0.0
1682,68,3.9
1683,66,2.4
1683,67,0.0
1683,68,4.1
1684,66,2.3
1684,67,0.0
1684,68,4.4
1685,66,2.1
1685,67,0.0
1685,68,4.7
1686,66,2.1
1686,67,0.0
1686,68,5.0
1687,66,2.1
1687,67,0.0
1687,68,5.0
