frame,active_count
615,2
616,2
617,2
618,1
619,1
620,1
621,2
622,2
623,2
624,2
625,3
626,3
627,3
628,3
629,2
630,2
631,2
632,2
633,2
634,2
635,1
636,1
637,0
638,1
639,1
640,1
641,1
642,0
643,1
644,0
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,2
677,2
678,2
679,2
680,1
681,1
682,1
683,1
684,0
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,2
762,2
763,2
764,2
765,2
766,2
767,2
768,2
769,1
770,2
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,0
888,0
889,0
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,0
898,0
899,0
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,1
936,0
937,1
938,1
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,0
984,0
985,0
986,0
987,0
988,0
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,2
1107,2
1108,2
1109,2
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,0
1162,0
1163,0
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,2
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,2
1246,2
1247,2
1248,2
1249,2
1250,2
1251,2
1252,2
1253,2
1254,2
1255,2
1256,2
1257,2
1258,2
1259,2
1260,2
1261,2
1262,2
1263,2
1264,2
1265,2
1266,2
1267,2
1268,2
1269,2
1270,2
1271,2
1272,2
1273,2
1274,2
1275,2
1276,2
1277,2
1278,2
1279,2
1280,2
1281,2
1282,2
1283,2
1284,2
1285,2
1286,2
1287,2
1288,2
1289,2
1290,2
1291,2
1292,2
1293,2
1294,2
1295,2
1296,2
1297,2
1298,2
1299,2
1300,2
1301,2
1302,2
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,0
1380,1
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,0
1397,1
1398,1
1399,0
1400,1
1401,0
1402,0
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,2
1424,2
1425,2
1426,2
1427,2
1428,2
1429,2
1430,2
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,1
1520,1
1521,1
1522,1
1523,0
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,0
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1571,0
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1604,1
1605,0
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,0
1623,0
1624,0
1625,1
1626,0
1627,0
1628,0
1629,0
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,3
1654,3
1655,3
1656,3
1657,3
1658,3
1659,3
1660,3
1661,3
1662,3
1663,3
1664,3
1665,3
1666,3
1667,3
1668,3
1669,3
1670,3
1671,3
1672,3
1673,3
1674,3
1675,3
1676,3
1677,3
1678,3
1679,3
1680,3
1681,3
1682,3
1683,3
1684,3
1685,3
1686,3
1687,3
1688,4
1689,4
1690,4
1691,4
1692,4
1693,4
1694,4
1695,4
1696,4
1697,4
1698,3
1699,3
1700,2
1701,2
1702,2
1703,1
1704,1
1705,1
1706,1
1707,2
1708,2
1709,2
1710,2
1711,1
1712,1
1713,1
1714,1
1715,2
1716,2
1717,2
1718,2
1719,2
1720,3
1721,3
1722,3
1723,3
1724,4
1725,3
1726,3
1727,2
1728,3
1729,5
1730,4
1731,4
1732,3
1733,2
1734,4
1735,3
1736,2
1737,3
1738,2
1739,2
1740,2
1741,2
1742,3
1743,4
1744,4
1745,4
1746,3
1747,3
1748,3
1749,2
1750,3
1751,3
1752,3
1753,3
1754,3
1755,3
1756,3
1757,3
1758,4
1759,4
1760,4
1761,3
1762,3
1763,3
1764,3
1765,3
1766,4
1767,4
1768,5
1769,4
1770,4
1771,4
1772,3
1773,4
1774,4
1775,4
1776,3
1777,3
1778,3
1779,4
1780,3
1781,4
1782,3
1783,3
1784,4
1785,4
1786,4
1787,4
1788,4
1789,4
1790,5
1791,5
1792,5
1793,5
1794,5
1795,3
1796,3
1797,4
1798,4
1799,3
1800,5
1801,3
1802,3
1803,3
1804,3
1805,3
1806,3
1807,3
1808,3
1809,3
1810,3
1811,4
1812,4
1813,3
1814,3
1815,3
1816,3
1817,3
1818,3
1819,3
1820,3
1821,3
1822,3
1823,3
1824,3
1825,3
1826,3
1827,3
1828,3
1829,3
1830,3
1831,4
1832,3
1833,3
1834,3
1835,3
1836,3
1837,3
1838,4
1839,4
1840,4
1841,4
1842,4
1843,3
1844,3
1845,3
1846,3
1847,3
1848,3
1849,2
1850,2
1851,1
1852,1
1853,1
1854,1
1855,2
1856,2
1857,2
1858,2
1859,2
1860,2
1861,2
1862,1
1863,2
1864,2
1865,2
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,1
1886,2
1887,2
1888,2
1889,3
1890,3
1891,3
1892,2
1893,2
1894,3
1895,3
1896,3
1897,3
1898,3
1899,2
1900,3
1901,3
1902,4
1903,4
1904,3
1905,3
1906,2
1907,1
1908,3
1909,3
1910,3
1911,4
1912,2
1913,3
1914,3
1915,2
1916,4
1917,3
1918,3
1919,2
1920,2
1921,2
1922,3
1923,4
1924,4
1925,2
1926,1
1927,1
1928,3
1929,2
1930,2
1931,1
1932,3
1933,1
1934,2
1935,2
1936,3
1937,3
1938,2
1939,3
1940,2
1941,3
1942,2
1943,3
1944,2
1945,3
1946,3
1947,3
1948,2
1949,3
1950,2
1951,3
1952,3
1953,3
1954,3
1955,2
1956,2
1957,3
1958,3
1959,3
1960,3
1961,3
1962,2
1963,3
1964,2
1965,4
1966,4
1967,4
1968,4
1969,4
1970,4
1971,4
1972,4
1973,4
1974,4
1975,3
1976,4
1977,4
1978,4
1979,4
1980,4
1981,4
1982,4
1983,4
1984,4
1985,4
1986,4
1987,3
1988,3
1989,4
1990,4
1991,4
1992,4
1993,4
1994,3
1995,3
1996,3
1997,3
1998,3
1999,3
2000,2
2001,2
2002,3
2003,3
2004,2
2005,2
2006,2
2007,2
2008,2
2009,2
2010,2
2011,2
2012,3
2013,2
2014,3
2015,4
2016,3
2017,4
2018,4
2019,3
2020,3
2021,3
2022,3
2023,3
2024,3
2025,3
2026,3
2027,3
2028,3
2029,3
2030,3
2031,2
2032,2
2033,2
2034,2
2035,3
2036,3
2037,3
2038,3
2039,3
2040,3
2041,2
2042,3
2043,3
2044,3
2045,3
2046,3
2047,3
2048,4
2049,4
2050,4
2051,4
2052,4
2053,4
2054,4
2055,4
2056,3
2057,2
2058,2
2059,2
2060,3
2061,3
2062,3
2063,3
2064,3
2065,4
2066,3
2067,3
2068,3
2069,3
2070,3
2071,3
2072,3
2073,3
2074,3
2075,3
2076,3
2077,3
2078,3
2079,3
2080,3
2081,3
2082,3
2083,3
2084,2
2085,2
2086,2
2087,2
2088,2
2089,2
2090,2
2091,0
2092,2
2093,3
2094,3
2095,3
2096,4
2097,4
2098,5
2099,5
2100,5
2101,5
2102,4
2103,5
2104,6
2105,6
2106,6
2107,6
2108,6
2109,6
2110,5
2111,4
2112,4
2113,5
2114,3
2115,4
2116,5
2117,3
2118,4
2119,2
2120,3
2121,3
2122,4
2123,4
2124,4
2125,5
2126,5
2127,4
2128,5
2129,5
2130,5
2131,5
2132,5
2133,3
2134,3
2135,3
2136,3
2137,4
2138,4
2139,5
2140,5
2141,4
2142,4
2143,4
2144,3
2145,5
2146,4
2147,4
2148,5
2149,5
2150,6
2151,6
2152,6
2153,5
2154,5
2155,5
2156,4
2157,4
2158,4
2159,4
2160,4
2161,5
2162,4
2163,4
2164,4
2165,4
2166,4
2167,4
2168,4
2169,4
2170,4
2171,4
2172,4
2173,4
2174,4
2175,4
2176,4
2177,4
2178,4
2179,4
2180,3
2181,3
2182,3
2183,3
2184,3
2185,3
2186,3
2187,3
2188,3
2189,3
2190,3
2191,3
2192,3
2193,3
2194,3
2195,3
2196,3
2197,3
2198,3
2199,3
2200,3
2201,3
2202,3
2203,3
2204,3
2205,3
2206,3
2207,3
2208,3
2209,4
2210,4
2211,4
2212,4
2213,4
2214,4
2215,4
2216,3
2217,2
2218,3
2219,3
2220,3
2221,3
2222,4
2223,3
2224,3
2225,3
2226,4
2227,4
2228,3
2229,3
2230,3
2231,4
2232,4
2233,4
2234,4
2235,3
2236,4
2237,3
2238,3
2239,3
2240,3
2241,4
2242,4
2243,4
2244,3
2245,3
2246,3
2247,3
2248,3
2249,3
2250,3
2251,3
2252,3
2253,3
2254,4
2255,4
2256,4
2257,5
2258,5
2259,5
2260,5
2261,5
2262,5
2263,5
2264,5
2265,4
2266,4
2267,5
2268,5
2269,4
2270,4
2271,4
2272,4
2273,4
2274,4
2275,4
2276,4
2277,4
2278,4
2279,4
2280,4
2281,4
2282,4
2283,4
2284,4
2285,4
2286,4
2287,4
2288,4
2289,4
2290,4
2291,4
2292,5
2293,5
2294,4
2295,4
2296,4
2297,4
2298,0
2299,1
2300,1
2301,1
2302,1
2303,1
2304,1
2305,2
2306,1
2307,1
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,1
2325,1
2326,2
2327,2
2328,2
2329,2
2330,2
2331,2
2332,3
2333,2
2334,2
2335,3
2336,3
2337,4
2338,4
2339,4
2340,3
2341,3
2342,4
2343,3
2344,4
2345,4
2346,3
2347,2
2348,1
2349,2
2350,2
2351,3
2352,3
2353,2
2354,3
2355,3
2356,3
2357,3
2358,3
2359,3
2360,2
2361,2
2362,2
2363,3
2364,2
2365,3
2366,2
2367,1
2368,1
2369,3
2370,3
2371,2
2372,1
2373,1
2374,1
2375,3
2376,3
2377,2
2378,2
2379,2
2380,2
2381,2
2382,3
2383,2
2384,3
2385,3
2386,3
2387,3
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,3
2396,3
2397,3
2398,3
2399,3
2400,3
2401,3
2402,3
2403,3
2404,3
2405,3
2406,3
2407,3
2408,4
2409,3
2410,4
2411,3
2412,3
2413,3
2414,3
2415,3
2416,3
2417,3
2418,3
2419,3
2420,3
2421,3
2422,3
2423,3
2424,3
2425,3
2426,3
2427,3
2428,3
2429,3
2430,3
2431,3
2432,3
2433,3
2434,3
2435,3
2436,3
2437,3
2438,3
2439,3
2440,3
2441,2
2442,3
2443,1
2444,3
2445,2
2446,3
2447,2
2448,2
2449,1
2450,3
2451,2
2452,3
2453,2
2454,2
2455,2
2456,2
2457,3
2458,3
2459,3
2460,3
2461,2
2462,2
2463,2
2464,2
2465,2
2466,2
2467,2
2468,2
2469,2
2470,3
2471,2
2472,3
2473,3
2474,3
2475,3
2476,4
2477,3
2478,3
2479,3
2480,3
2481,3
2482,3
2483,2
2484,2
2485,2
2486,3
2487,2
2488,3
2489,3
2490,2
2491,2
2492,2
2493,1
2494,2
2495,2
2496,3
2497,3
2498,3
2499,2
2500,1
2501,2
2502,3
2503,2
2504,3
2505,2
2506,2
2507,2
2508,3
2509,2
2510,3
2511,3
2512,2
2513,2
2514,2
2515,2
2516,2
2517,2
2518,2
2519,3
2520,3
2521,3
2522,2
2523,3
2524,3
2525,3
2526,3
2527,3
2528,4
2529,4
2530,3
2531,4
2532,4
2533,4
2534,4
2535,3
2536,3
2537,3
2538,3
2539,4
2540,4
2541,4
2542,4
2543,4
2544,4
2545,4
2546,4
2547,4
2548,4
2549,4
2550,4
2551,4
2552,4
2553,4
2554,4
2555,4
2556,3
2557,3
2558,4
2559,3
2560,4
2561,4
2562,4
2563,4
2564,3
2565,2
2566,2
2567,3
2568,5
2569,5
2570,5
2571,5
2572,5
2573,5
2574,4
2575,4
2576,4
2577,4
2578,5
2579,4
2580,5
2581,5
2582,4
2583,4
2584,4
2585,4
2586,4
2587,5
2588,4
2589,4
2590,4
2591,3
2592,3
2593,4
2594,4
2595,4
2596,4
2597,4
2598,5
2599,4
2600,2
2601,3
2602,4
2603,4
2604,5
2605,4
2606,4
2607,4
2608,5
2609,4
2610,4
2611,4
2612,5
2613,4
2614,5
2615,5
2616,5
2617,4
2618,5
2619,4
2620,5
2621,5
2622,5
2623,4
2624,4
2625,5
2626,5
2627,5
2628,5
2629,5
2630,5
2631,5
2632,5
2633,5
2634,5
2635,5
2636,5
2637,5
2638,5
2639,5
2640,5
2641,5
2642,5
2643,5
2644,5
2645,5
2646,5
2647,5
2648,4
2649,3
2650,2
2651,3
2652,4
2653,4
2654,4
2655,4
2656,4
2657,4
2658,4
2659,4
2660,4
2661,4
2662,4
2663,4
2664,4
2665,4
2666,4
2667,4
2668,4
2669,4
2670,4
2671,4
2672,4
2673,4
2674,4
2675,4
2676,4
2677,4
2678,4
2679,4
2680,4
2681,4
2682,3
2683,3
2684,3
2685,3
2686,4
2687,4
2688,4
2689,4
2690,3
2691,3
2692,3
2693,3
2694,3
2695,3
2696,3
2697,3
2698,3
2699,3
2700,3
2701,3
2702,3
2703,3
2704,3
2705,3
2706,3
2707,3
2708,3
2709,4
2710,4
2711,4
2712,5
2713,5
2714,4
2715,4
2716,4
2717,5
2718,4
2719,4
2720,4
2721,4
2722,5
2723,5
2724,5
2725,5
2726,5
2727,5
2728,5
2729,5
2730,5
2731,5
2732,5
2733,5
2734,5
2735,5
2736,5
2737,5
2738,5
2739,5
2740,5
2741,6
2742,6
2743,6
2744,6
2745,6
2746,6
2747,6
2748,6
2749,7
2750,6
2751,6
2752,6
2753,6
2754,6
2755,6
2756,6
2757,6
2758,6
2759,6
2760,6
2761,6
2762,6
2763,6
2764,6
2765,6
2766,6
2767,6
2768,6
2769,6
2770,6
2771,6
2772,6
2773,6
2774,6
2775,6
2776,6
2777,6
2778,6
2779,5
2780,5
2781,5
2782,5
2783,5
2784,5
2785,5
2786,5
2787,5
2788,5
2789,5
2790,5
2791,5
2792,5
2793,5
2794,5
2795,4
2796,4
2797,4
2798,4
2799,4
2800,4
2801,4
2802,4
2803,4
2804,4
2805,4
2806,4
2807,4
2808,4
2809,4
2810,4
2811,4
2812,4
2813,4
2814,4
2815,4
2816,4
2817,4
2818,4
2819,4
2820,4
2821,4
2822,4
2823,3
2824,3
2825,3
2826,3
2827,3
2828,3
2829,3
2830,3
2831,3
2832,3
2833,3
2834,3
2835,3
2836,3
2837,3
2838,3
2839,3
2840,3
2841,3
2842,3
2843,3
2844,3
2845,3
2846,3
2847,3
2848,3
2849,3
2850,3
2851,4
2852,3
2853,3
2854,3
2855,3
2856,3
2857,3
2858,3
2859,3
2860,3
2861,4
2862,4
2863,4
2864,4
2865,4
2866,4
2867,4
2868,4
2869,4
2870,4
2871,4
2872,4
2873,4
2874,4
2875,4
2876,4
2877,4
2878,4
2879,4
2880,4
2881,4
2882,4
2883,4
2884,4
2885,4
2886,4
2887,4
2888,4
2889,4
2890,4
2891,4
2892,4
2893,4
2894,4
2895,4
2896,4
2897,4
2898,3
2899,3
2900,3
2901,3
2902,3
2903,3
2904,3
2905,3
2906,3
2907,3
2908,3
2909,3
2910,3
2911,3
2912,3
2913,3
2914,3
2915,3
2916,3
2917,3
2918,3
2919,3
2920,3
2921,3
2922,3
2923,3
2924,3
2925,4
2926,4
2927,4
2928,4
2929,4
2930,1
2931,1
2932,4
2933,4
2934,4
2935,4
2936,4
2937,2
2938,4
2939,4
2940,4
2941,4
2942,5
2943,5
2944,5
2945,4
2946,4
2947,4
2948,4
2949,4
2950,4
2951,4
2952,4
2953,4
2954,4
2955,4
2956,4
2957,4
2958,4
2959,4
2960,5
2961,5
2962,5
2963,5
2964,4
2965,4
2966,4
2967,4
2968,4
2969,4
2970,4
2971,4
2972,4
2973,4
2974,3
2975,3
2976,3
2977,3
2978,3
2979,2
2980,3
2981,3
2982,3
2983,3
2984,3
2985,3
2986,3
2987,3
2988,3
2989,3
2990,3
2991,3
2992,3
2993,3
2994,3
2995,3
2996,3
2997,3
